0,1.1254649758896778,
1,1.016963743674873,
2,0.9859759939557511,
3,0.9404524073817674,
4,0.9135288119803036,
5,0.9005145899407591,
6,0.8981729760898989,
7,0.8900181058178727,
8,0.8916992642229188,
9,0.8880468325085893,
10,0.8833593965875259,
11,0.8856702185220339,
12,0.879159200196048,
13,0.8764069757691495,
14,0.8696766629740431,
15,0.8838364330511047,
16,0.8763961662204944,
17,0.8979354490214896,
18,0.8768216157301771,
19,0.8744943084234502,
20,0.867592784552287,
21,0.8689700387038661,
22,0.8583400894479133,
23,0.8536732933878449,
24,0.8618296779572446,
25,0.8616569579281504,
26,0.8590810071277277,
27,0.8713768232779154,
28,0.8604360087450524,
29,0.8512212014550143,
30,0.8773852814291345,
31,0.8644739703439408,
32,0.8520698156757781,
33,0.856471114800435,
34,0.8575496535818944,
35,0.8483966664722425,
36,0.8481394028607364,
37,0.8603548994133893,
38,0.8549525606771226,
39,0.8576860210663702,
40,0.8505666388119775,
41,0.8438507808044517,
42,0.8511949918574637,
43,0.8444127213124752,
44,0.8459784749955027,
45,0.8512559027009261,
46,0.845716330726144,
47,0.8467857219320714,
48,0.847924331961226,
49,0.8529819689522679,
50,0.8493275182346741,
51,0.8577734924946347,
52,0.8410256921425938,
53,0.8473226790114057,
54,0.8497746863925452,
55,0.8393983018170112,
56,0.8352706530226187,
57,0.8327884026663064,
